pctChg1,pctChg2,pctChg3,pctChg4,pctChg5,pctChg6,pctChg7,pctChg8,pctChg9,pctChg10,pctChg11,pctChg12,pctChg13,pctChg14
9.723,1.323,0,4.522,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,-1.514,-3.326
